onion	17.903342855240286	3.1849676445377586
pepper	17.286693405363412	8.0684455279812539
olive_oil	20.19500804697455	-3.8211709458023724
sugar	9.1053636311409996	-1.9479599997236365
flour	10.691963862426793	-1.348461106888426
milk	6.2324212442085791	1.6467269852750914
water	9.4632178436938705	6.2977817649134984
lemon	19.970407034707591	-14.498843475006659
tomato	21.841559825360765	9.5514119644575342
cheese	14.390271999299069	2.3480214589072075
onions	20.416164297414724	-5.9451385526821072
tomatoes	21.928387687763795	-0.98366482504605401
honey	14.015535044752378	2.225715844821329
mozzarella	11.970828806567233	-3.4563494316263168
garlic	23.603280505440086	-19.135375910431133
eggs	5.4221972460970278	1.9277342728883018
salt	3.717452733646454	1.6011726000102462
butter	7.1884084552389949	-2.5155697458787336
